manifest_version,ID_marked,split_group_id,split,source_prefix,n_observed_targets
1,N-2356,record:N-2356,train,N,3
1,N-2357,record:N-2357,train,N,5
1,N-2359,record:N-2359,train,N,3
1,N-236,record:N-236,train,N,3
1,N-2361,record:N-2361,train,N,3
1,N-2362,record:N-2362,train,N,5
1,N-2363,record:N-2363,train,N,3
1,N-2364,record:N-2364,train,N,3
1,N-2365,record:N-2365,train,N,3
1,N-2367,record:N-2367,train,N,5
1,N-2368,record:N-2368,train,N,3
1,N-2369,record:N-2369,train,N,3
1,N-237,record:N-237,train,N,3
1,N-2371,record:N-2371,train,N,3
1,N-2372,record:N-2372,train,N,5
1,N-2373,record:N-2373,train,N,5
1,N-2374,record:N-2374,train,N,3
1,N-2375,record:N-2375,train,N,4
1,N-2376,record:N-2376,train,N,5
1,N-2377,record:N-2377,train,N,5
1,N-2378,record:N-2378,train,N,3
1,N-238,record:N-238,train,N,3
1,N-2380,record:N-2380,train,N,5
1,N-2381,record:N-2381,train,N,5
1,N-2382,record:N-2382,train,N,3
1,N-2383,record:N-2383,train,N,5
1,N-2384,record:N-2384,train,N,5
1,N-2385,record:N-2385,train,N,3
1,N-2386,record:N-2386,train,N,5
1,N-2387,record:N-2387,train,N,5
1,N-2388,record:N-2388,train,N,4
1,N-2389,record:N-2389,train,N,5
1,N-2390,record:N-2390,train,N,5
1,N-2392,record:N-2392,train,N,5
1,N-2394,record:N-2394,train,N,3
1,N-2395,record:N-2395,train,N,3
1,N-2400,record:N-2400,train,N,2
1,N-2402,record:N-2402,train,N,2
1,N-2404,record:N-2404,train,N,3
1,N-2405,record:N-2405,train,N,3
1,N-2407,record:N-2407,train,N,3
1,N-2408,record:N-2408,train,N,3
1,N-2409,record:N-2409,train,N,3
1,N-2410,record:N-2410,train,N,3
1,N-2412,record:N-2412,train,N,3
1,N-2414,record:N-2414,train,N,3
1,N-2415,record:N-2415,train,N,3
1,N-2416,record:N-2416,train,N,3
1,N-2418,record:N-2418,train,N,3
1,N-2419,record:N-2419,train,N,2
1,N-242,record:N-242,train,N,4
1,N-2420,record:N-2420,train,N,2
1,N-2421,record:N-2421,train,N,3
1,N-2422,record:N-2422,train,N,3
1,N-2428,record:N-2428,train,N,2
1,N-2429,record:N-2429,train,N,3
1,N-243,record:N-243,train,N,3
1,N-2430,record:N-2430,train,N,3
1,N-2433,record:N-2433,train,N,2
1,N-2434,record:N-2434,train,N,2
1,N-2435,record:N-2435,train,N,2
1,N-2436,record:N-2436,train,N,2
1,N-2437,record:N-2437,train,N,3
1,N-2438,record:N-2438,train,N,3
1,N-2439,record:N-2439,train,N,3
1,N-244,record:N-244,train,N,3
1,N-2440,record:N-2440,train,N,2
1,N-2441,record:N-2441,train,N,2
1,N-2442,record:N-2442,train,N,3
1,N-2443,record:N-2443,train,N,2
1,N-2447,record:N-2447,train,N,2
1,N-2449,record:N-2449,train,N,2
1,N-245,record:N-245,train,N,3
1,N-2451,record:N-2451,train,N,3
1,N-2452,record:N-2452,train,N,2
1,N-2454,record:N-2454,train,N,2
1,N-2456,record:N-2456,train,N,3
1,N-2458,record:N-2458,train,N,3
1,N-246,record:N-246,train,N,4
1,N-2461,record:N-2461,train,N,2
1,N-2464,record:N-2464,train,N,3
1,N-2465,record:N-2465,train,N,3
1,N-2466,record:N-2466,train,N,3
1,N-2468,record:N-2468,train,N,2
1,N-2469,record:N-2469,train,N,3
1,N-247,record:N-247,train,N,3
1,N-2470,record:N-2470,train,N,3
1,N-2472,record:N-2472,train,N,2
1,N-2473,record:N-2473,train,N,2
1,N-2474,record:N-2474,train,N,3
1,N-2475,record:N-2475,train,N,3
1,N-2476,record:N-2476,train,N,2
1,N-2477,record:N-2477,train,N,3
1,N-2479,record:N-2479,train,N,3
1,N-248,record:N-248,train,N,4
1,N-2481,record:N-2481,train,N,2
1,N-2482,record:N-2482,train,N,3
1,N-2483,record:N-2483,train,N,3
1,N-2485,record:N-2485,train,N,3
1,N-2486,record:N-2486,train,N,3
1,N-2488,record:N-2488,train,N,3
1,N-2491,record:N-2491,train,N,3
1,N-2492,record:N-2492,train,N,2
1,N-2493,record:N-2493,train,N,2
1,N-2494,record:N-2494,train,N,2
1,N-2495,record:N-2495,train,N,2
1,N-2496,record:N-2496,train,N,2
1,N-2497,record:N-2497,train,N,2
1,N-2498,record:N-2498,train,N,2
1,N-2500,record:N-2500,train,N,3
1,N-2501,record:N-2501,train,N,3
1,N-2503,record:N-2503,train,N,2
1,N-2505,record:N-2505,train,N,3
1,N-2507,record:N-2507,train,N,2
1,N-2508,record:N-2508,train,N,3
1,N-2509,record:N-2509,train,N,2
1,N-2510,record:N-2510,train,N,2
1,N-2511,record:N-2511,train,N,2
1,N-2512,record:N-2512,train,N,2
1,N-2513,record:N-2513,train,N,3
1,N-2514,record:N-2514,train,N,3
1,N-2515,record:N-2515,train,N,3
1,N-2517,record:N-2517,train,N,3
1,N-2518,record:N-2518,train,N,3
1,N-252,record:N-252,train,N,4
1,N-253,record:N-253,train,N,2
1,N-254,record:N-254,train,N,3
1,N-256,record:N-256,train,N,4
1,N-258,record:N-258,train,N,4
1,N-259,record:N-259,train,N,3
1,N-260,record:N-260,train,N,3
1,N-261,record:N-261,train,N,3
1,N-2611,record:N-2611,train,N,5
1,N-2612,record:N-2612,train,N,4
1,N-2613,record:N-2613,train,N,4
1,N-2614,record:N-2614,train,N,4
1,N-2618,record:N-2618,train,N,4
1,N-262,record:N-262,train,N,4
1,N-2621,record:N-2621,train,N,2
1,N-2623,record:N-2623,train,N,2
1,N-2625,record:N-2625,train,N,2
1,N-2626,record:N-2626,train,N,2
1,N-2627,record:N-2627,train,N,2
1,N-263,record:N-263,train,N,3
1,N-2630,record:N-2630,train,N,2
1,N-2633,record:N-2633,train,N,2
1,N-2634,record:N-2634,train,N,2
1,N-2635,record:N-2635,train,N,2
1,N-2637,record:N-2637,train,N,2
1,N-2638,record:N-2638,train,N,2
1,N-264,record:N-264,train,N,2
1,N-2641,record:N-2641,train,N,2
1,N-2643,record:N-2643,train,N,2
1,N-2644,record:N-2644,train,N,2
1,N-2649,record:N-2649,train,N,4
1,N-265,record:N-265,train,N,3
1,N-2650,record:N-2650,train,N,3
1,N-2662,record:N-2662,train,N,5
1,N-2666,record:N-2666,train,N,5
1,N-2674,record:N-2674,train,N,5
1,N-2676,record:N-2676,train,N,5
1,N-2679,record:N-2679,train,N,5
1,N-2926,record:N-2926,train,N,3
1,N-2927,record:N-2927,train,N,3
1,N-293,record:N-293,train,N,2
1,N-294,record:N-294,train,N,2
1,N-295,record:N-295,train,N,2
1,N-297,record:N-297,train,N,2
1,N-299,record:N-299,train,N,2
1,N-2992,record:N-2992,train,N,5
1,N-2993,record:N-2993,train,N,5
1,N-300,record:N-300,train,N,2
1,N-302,record:N-302,train,N,2
1,N-303,record:N-303,train,N,2
1,N-304,record:N-304,train,N,2
1,N-308,record:N-308,train,N,2
1,N-316,record:N-316,train,N,2
1,N-318,record:N-318,train,N,2
1,N-322,record:N-322,train,N,2
1,N-323,record:N-323,train,N,2
1,N-325,record:N-325,train,N,2
1,N-326,record:N-326,train,N,3
1,N-327,record:N-327,train,N,2
1,N-328,record:N-328,train,N,3
1,N-332,record:N-332,train,N,5
1,N-333,record:N-333,train,N,5
1,N-336,record:N-336,train,N,5
1,N-337,record:N-337,train,N,4
1,N-339,record:N-339,train,N,5
1,N-340,record:N-340,train,N,5
1,N-341,record:N-341,train,N,5
1,N-342,record:N-342,train,N,5
1,N-345,record:N-345,train,N,5
1,N-346,record:N-346,train,N,5
1,N-347,record:N-347,train,N,5
1,N-349,record:N-349,train,N,5
1,N-350,record:N-350,train,N,5
1,N-351,record:N-351,train,N,5
1,N-353,record:N-353,train,N,5
1,N-354,record:N-354,train,N,5
1,N-355,record:N-355,train,N,5
1,N-358,record:N-358,train,N,5
1,N-360,record:N-360,train,N,5
1,N-362,record:N-362,train,N,5
1,N-363,record:N-363,train,N,5
1,N-364,record:N-364,train,N,5
1,N-365,record:N-365,train,N,5
1,N-366,record:N-366,train,N,5
1,N-367,record:N-367,train,N,5
1,N-368,record:N-368,train,N,5
1,N-369,record:N-369,train,N,5
1,N-370,record:N-370,train,N,5
1,N-371,record:N-371,train,N,5
1,N-372,record:N-372,train,N,5
1,N-375,record:N-375,train,N,5
1,N-377,record:N-377,train,N,5
1,N-378,record:N-378,train,N,5
1,N-379,record:N-379,train,N,5
1,N-380,record:N-380,train,N,5
1,N-381,record:N-381,train,N,5
1,N-382,record:N-382,train,N,5
1,N-383,record:N-383,train,N,5
1,N-386,record:N-386,train,N,5
1,N-387,record:N-387,train,N,5
1,N-389,record:N-389,train,N,5
1,N-390,record:N-390,train,N,5
1,N-392,record:N-392,train,N,5
1,N-393,record:N-393,train,N,5
1,N-394,record:N-394,train,N,5
1,N-395,record:N-395,train,N,5
1,N-396,record:N-396,train,N,5
1,N-397,record:N-397,train,N,5
1,N-398,record:N-398,train,N,5
1,N-399,record:N-399,train,N,5
1,N-401,record:N-401,train,N,5
1,N-402,record:N-402,train,N,5
1,N-403,record:N-403,train,N,5
1,N-404,record:N-404,train,N,5
1,N-405,record:N-405,train,N,5
1,N-407,record:N-407,train,N,5
1,N-408,record:N-408,train,N,5
1,N-409,record:N-409,train,N,5
1,N-411,record:N-411,train,N,5
1,N-412,record:N-412,train,N,5
1,N-413,record:N-413,train,N,5
1,N-416,record:N-416,train,N,5
1,N-417,record:N-417,train,N,5
1,N-418,record:N-418,train,N,5
1,N-419,record:N-419,train,N,5
1,N-420,record:N-420,train,N,5
1,N-423,record:N-423,train,N,5
1,N-429,record:N-429,train,N,5
1,N-431,record:N-431,train,N,5
1,N-433,record:N-433,train,N,5
1,N-435,record:N-435,train,N,5
1,N-437,record:N-437,train,N,5
1,N-440,record:N-440,train,N,5
1,N-442,record:N-442,train,N,5
1,N-443,record:N-443,train,N,5
1,N-444,record:N-444,train,N,5
1,N-446,record:N-446,train,N,5
1,N-447,record:N-447,train,N,4
1,N-448,record:N-448,train,N,5
1,N-449,record:N-449,train,N,5
1,N-450,record:N-450,train,N,5
1,N-451,record:N-451,train,N,5
1,N-452,record:N-452,train,N,4
1,N-453,record:N-453,train,N,5
1,N-455,record:N-455,train,N,5
1,N-456,record:N-456,train,N,5
1,N-457,record:N-457,train,N,5
1,N-459,record:N-459,train,N,5
1,N-461,record:N-461,train,N,5
1,N-462,record:N-462,train,N,4
1,N-464,record:N-464,train,N,5
1,N-466,record:N-466,train,N,4
1,N-467,record:N-467,train,N,4
1,N-468,record:N-468,train,N,4
1,N-469,record:N-469,train,N,4
1,N-470,record:N-470,train,N,4
1,N-474,record:N-474,train,N,4
1,N-475,record:N-475,train,N,4
1,N-478,record:N-478,train,N,5
1,N-479,record:N-479,train,N,4
1,N-481,record:N-481,train,N,4
1,N-482,record:N-482,train,N,4
1,N-486,record:N-486,train,N,4
1,N-487,record:N-487,train,N,4
1,N-488,record:N-488,train,N,4
1,N-489,record:N-489,train,N,4
1,N-492,record:N-492,train,N,4
1,N-494,record:N-494,train,N,4
1,N-496,record:N-496,train,N,4
1,N-497,record:N-497,train,N,4
1,N-498,record:N-498,train,N,4
1,N-499,record:N-499,train,N,4
1,N-500,record:N-500,train,N,4
1,N-501,record:N-501,train,N,4
1,N-502,record:N-502,train,N,4
1,N-503,record:N-503,train,N,4
1,N-504,record:N-504,train,N,4
1,N-507,record:N-507,train,N,4
1,N-508,record:N-508,train,N,4
1,N-509,record:N-509,train,N,4
1,N-510,record:N-510,train,N,4
1,N-511,record:N-511,train,N,4
1,N-512,record:N-512,train,N,4
1,N-513,record:N-513,train,N,4
1,N-514,record:N-514,train,N,3
1,N-515,record:N-515,train,N,4
1,N-516,record:N-516,train,N,4
1,N-518,record:N-518,train,N,4
1,N-519,record:N-519,train,N,5
1,N-521,record:N-521,train,N,4
1,N-523,record:N-523,train,N,4
1,N-524,record:N-524,train,N,3
1,N-526,record:N-526,train,N,4
1,N-528,record:N-528,train,N,3
1,N-529,record:N-529,train,N,3
1,N-530,record:N-530,train,N,3
1,N-531,record:N-531,train,N,4
1,N-532,record:N-532,train,N,5
1,N-533,record:N-533,train,N,5
1,N-534,record:N-534,train,N,5
1,N-535,record:N-535,train,N,5
1,N-536,record:N-536,train,N,5
1,N-537,record:N-537,train,N,5
1,N-538,record:N-538,train,N,5
1,N-539,record:N-539,train,N,5
1,N-54,record:N-54,train,N,4
1,N-540,record:N-540,train,N,5
1,N-542,record:N-542,train,N,5
1,N-543,record:N-543,train,N,5
1,N-545,record:N-545,train,N,5
1,N-546,record:N-546,train,N,5
1,N-547,record:N-547,train,N,5
1,N-548,record:N-548,train,N,5
1,N-549,record:N-549,train,N,5
1,N-55,record:N-55,train,N,4
1,N-551,record:N-551,train,N,5
1,N-552,record:N-552,train,N,5
1,N-553,record:N-553,train,N,4
1,N-555,record:N-555,train,N,5
1,N-557,record:N-557,train,N,5
1,N-558,record:N-558,train,N,5
1,N-559,record:N-559,train,N,5
1,N-56,record:N-56,train,N,4
1,N-561,record:N-561,train,N,5
1,N-563,record:N-563,train,N,5
1,N-564,record:N-564,train,N,5
1,N-566,record:N-566,train,N,5
1,N-568,record:N-568,train,N,5
1,N-57,record:N-57,train,N,4
1,N-570,record:N-570,train,N,5
1,N-571,record:N-571,train,N,5
1,N-572,record:N-572,train,N,4
1,N-573,record:N-573,train,N,5
1,N-575,record:N-575,train,N,5
1,N-576,record:N-576,train,N,5
1,N-58,record:N-58,train,N,4
1,N-582,record:N-582,train,N,5
1,N-583,record:N-583,train,N,5
1,N-584,record:N-584,train,N,5
1,N-585,record:N-585,train,N,5
1,N-586,record:N-586,train,N,5
1,N-587,record:N-587,train,N,5
1,N-588,record:N-588,train,N,5
1,N-589,record:N-589,train,N,5
1,N-59,record:N-59,train,N,4
1,N-590,record:N-590,train,N,5
1,N-592,record:N-592,train,N,5
1,N-593,record:N-593,train,N,5
1,N-594,record:N-594,train,N,5
1,N-596,record:N-596,train,N,5
1,N-597,record:N-597,train,N,5
1,N-598,record:N-598,train,N,5
1,N-599,record:N-599,train,N,5
1,N-60,record:N-60,train,N,4
1,N-600,record:N-600,train,N,5
1,N-601,record:N-601,train,N,5
1,N-602,record:N-602,train,N,5
1,N-603,record:N-603,train,N,5
1,N-604,record:N-604,train,N,5
1,N-605,record:N-605,train,N,5
1,N-606,record:N-606,train,N,5
1,N-607,record:N-607,train,N,5
1,N-608,record:N-608,train,N,4
1,N-609,record:N-609,train,N,5
1,N-61,record:N-61,train,N,4
1,N-610,record:N-610,train,N,5
1,N-611,record:N-611,train,N,5
1,N-613,record:N-613,train,N,5
1,N-615,record:N-615,train,N,5
1,N-616,record:N-616,train,N,5
1,N-617,record:N-617,train,N,5
1,N-618,record:N-618,train,N,5
1,N-619,record:N-619,train,N,5
1,N-620,record:N-620,train,N,5
1,N-621,record:N-621,train,N,5
1,N-622,record:N-622,train,N,5
1,N-623,record:N-623,train,N,5
1,N-624,record:N-624,train,N,5
1,N-626,record:N-626,train,N,5
1,N-627,record:N-627,train,N,5
1,N-628,record:N-628,train,N,5
1,N-629,record:N-629,train,N,5
1,N-631,record:N-631,train,N,5
1,N-633,record:N-633,train,N,5
1,N-635,record:N-635,train,N,5
1,N-636,record:N-636,train,N,5
1,N-637,record:N-637,train,N,5
1,N-638,record:N-638,train,N,5
1,N-639,record:N-639,train,N,5
1,N-642,record:N-642,train,N,5
1,N-643,record:N-643,train,N,5
1,N-644,record:N-644,train,N,5
1,N-647,record:N-647,train,N,5
1,N-648,record:N-648,train,N,5
1,N-649,record:N-649,train,N,5
1,N-65,record:N-65,train,N,4
1,N-650,record:N-650,train,N,5
1,N-652,record:N-652,train,N,5
1,N-653,record:N-653,train,N,5
1,N-654,record:N-654,train,N,5
1,N-656,record:N-656,train,N,5
1,N-657,record:N-657,train,N,5
1,N-66,record:N-66,train,N,4
1,N-661,record:N-661,train,N,5
1,N-67,record:N-67,train,N,4
1,N-670,record:N-670,train,N,4
1,N-671,record:N-671,train,N,5
1,N-672,record:N-672,train,N,5
1,N-674,record:N-674,train,N,5
1,N-675,record:N-675,train,N,5
1,N-676,record:N-676,train,N,5
1,N-677,record:N-677,train,N,5
1,N-678,record:N-678,train,N,5
1,N-68,record:N-68,train,N,4
1,N-680,record:N-680,train,N,5
1,N-681,record:N-681,train,N,5
1,N-683,record:N-683,train,N,5
1,N-684,record:N-684,train,N,5
1,N-685,record:N-685,train,N,5
1,N-686,record:N-686,train,N,5
1,N-687,record:N-687,train,N,5
1,N-69,record:N-69,train,N,4
1,N-690,record:N-690,train,N,5
1,N-693,record:N-693,train,N,5
1,N-694,record:N-694,train,N,5
1,N-695,record:N-695,train,N,5
1,N-697,record:N-697,train,N,5
1,N-699,record:N-699,train,N,5
1,N-70,record:N-70,train,N,4
1,N-700,record:N-700,train,N,5
1,N-701,record:N-701,train,N,5
1,N-702,record:N-702,train,N,5
1,N-703,record:N-703,train,N,4
1,N-704,record:N-704,train,N,5
1,N-705,record:N-705,train,N,5
1,N-706,record:N-706,train,N,5
1,N-707,record:N-707,train,N,5
1,N-710,record:N-710,train,N,5
1,N-715,record:N-715,train,N,5
1,N-716,record:N-716,train,N,5
1,N-717,record:N-717,train,N,5
1,N-718,record:N-718,train,N,5
1,N-719,record:N-719,train,N,5
1,N-720,record:N-720,train,N,5
1,N-721,record:N-721,train,N,5
1,N-724,record:N-724,train,N,5
1,N-726,record:N-726,train,N,5
1,N-727,record:N-727,train,N,5
1,N-728,record:N-728,train,N,5
1,N-729,record:N-729,train,N,5
1,N-731,record:N-731,train,N,5
1,N-733,record:N-733,train,N,5
1,N-734,record:N-734,train,N,5
1,N-735,record:N-735,train,N,5
1,N-736,record:N-736,train,N,5
1,N-737,record:N-737,train,N,5
1,N-739,record:N-739,train,N,5
1,N-740,record:N-740,train,N,4
1,N-741,record:N-741,train,N,5
1,N-742,record:N-742,train,N,5
1,N-743,record:N-743,train,N,5
1,N-744,record:N-744,train,N,5
1,N-747,record:N-747,train,N,4
1,N-748,record:N-748,train,N,5
1,N-749,record:N-749,train,N,5
1,N-750,record:N-750,train,N,5
1,N-751,record:N-751,train,N,4
1,N-752,record:N-752,train,N,5
1,N-753,record:N-753,train,N,5
1,N-754,record:N-754,train,N,5
1,N-756,record:N-756,train,N,5
1,N-757,record:N-757,train,N,4
1,N-758,record:N-758,train,N,5
1,N-759,record:N-759,train,N,5
1,N-760,record:N-760,train,N,5
1,N-761,record:N-761,train,N,5
1,N-762,record:N-762,train,N,5
1,N-763,record:N-763,train,N,5
1,N-765,record:N-765,train,N,5
1,N-767,record:N-767,train,N,5
1,N-768,record:N-768,train,N,5
1,N-770,record:N-770,train,N,5
1,N-771,record:N-771,train,N,5
1,N-772,record:N-772,train,N,5
1,N-773,record:N-773,train,N,5
1,N-774,record:N-774,train,N,5
1,N-776,record:N-776,train,N,5
1,N-777,record:N-777,train,N,5
1,N-778,record:N-778,train,N,5
1,N-781,record:N-781,train,N,5
1,N-782,record:N-782,train,N,5
1,N-783,record:N-783,train,N,5
1,N-784,record:N-784,train,N,5
1,N-785,record:N-785,train,N,5
1,N-786,record:N-786,train,N,5
1,N-787,record:N-787,train,N,5
1,N-788,record:N-788,train,N,5
1,N-789,record:N-789,train,N,5
1,N-790,record:N-790,train,N,5
1,N-791,record:N-791,train,N,5
1,N-792,record:N-792,train,N,5
1,N-795,record:N-795,train,N,5
1,N-797,record:N-797,train,N,5
1,N-799,record:N-799,train,N,5
1,N-800,record:N-800,train,N,5
1,N-801,record:N-801,train,N,5
1,N-802,record:N-802,train,N,5
1,N-804,record:N-804,train,N,5
1,N-807,record:N-807,train,N,5
1,N-809,record:N-809,train,N,5
1,N-810,record:N-810,train,N,5
1,N-811,record:N-811,train,N,5
1,N-812,record:N-812,train,N,5
1,N-813,record:N-813,train,N,5
1,N-815,record:N-815,train,N,5
1,N-816,record:N-816,train,N,5
1,N-817,record:N-817,train,N,5
1,N-818,record:N-818,train,N,5
1,N-820,record:N-820,train,N,5
1,N-822,record:N-822,train,N,5
1,N-824,record:N-824,train,N,5
1,N-825,record:N-825,train,N,5
1,N-826,record:N-826,train,N,5
1,N-827,record:N-827,train,N,5
1,N-828,record:N-828,train,N,4
1,N-829,record:N-829,train,N,4
1,N-830,record:N-830,train,N,4
1,N-831,record:N-831,train,N,4
1,N-832,record:N-832,train,N,4
1,N-833,record:N-833,train,N,4
1,N-835,record:N-835,train,N,4
1,N-836,record:N-836,train,N,4
1,N-837,record:N-837,train,N,4
1,N-838,record:N-838,train,N,4
1,N-839,record:N-839,train,N,4
1,N-840,record:N-840,train,N,4
1,N-842,record:N-842,train,N,2
1,N-843,record:N-843,train,N,2
1,N-844,record:N-844,train,N,2
1,N-848,record:N-848,train,N,2
1,N-850,record:N-850,train,N,2
1,N-852,record:N-852,train,N,2
1,N-853,record:N-853,train,N,2
1,N-856,record:N-856,train,N,2
1,N-857,record:N-857,train,N,2
1,N-858,record:N-858,train,N,2
1,N-859,record:N-859,train,N,2
1,N-860,record:N-860,train,N,2
1,N-862,record:N-862,train,N,2
1,N-864,record:N-864,train,N,2
1,N-866,record:N-866,train,N,2
1,N-868,record:N-868,train,N,2
1,N-869,record:N-869,train,N,2
1,N-870,record:N-870,train,N,2
1,N-871,record:N-871,train,N,2
1,N-873,record:N-873,train,N,2
1,N-877,record:N-877,train,N,5
1,N-878,record:N-878,train,N,5
1,N-879,record:N-879,train,N,5
1,N-880,record:N-880,train,N,5
1,N-881,record:N-881,train,N,5
1,N-883,record:N-883,train,N,5
1,N-884,record:N-884,train,N,5
1,N-887,record:N-887,train,N,5
1,N-888,record:N-888,train,N,5
1,N-889,record:N-889,train,N,5
1,N-890,record:N-890,train,N,5
1,N-891,record:N-891,train,N,5
1,N-892,record:N-892,train,N,5
1,N-895,record:N-895,train,N,5
1,N-896,record:N-896,train,N,5
1,N-897,record:N-897,train,N,5
1,N-898,record:N-898,train,N,5
1,N-899,record:N-899,train,N,5
1,N-900,record:N-900,train,N,5
1,N-901,record:N-901,train,N,5
1,N-902,record:N-902,train,N,5
1,N-903,record:N-903,train,N,2
1,N-906,record:N-906,train,N,3
1,N-908,record:N-908,train,N,5
1,N-909,record:N-909,train,N,5
1,N-912,record:N-912,train,N,5
1,N-913,record:N-913,train,N,5
1,N-914,record:N-914,train,N,5
1,N-915,record:N-915,train,N,5
1,N-916,record:N-916,train,N,5
1,N-917,record:N-917,train,N,5
1,N-918,record:N-918,train,N,5
1,N-921,record:N-921,train,N,5
1,N-924,record:N-924,train,N,5
1,N-927,record:N-927,train,N,5
1,N-928,record:N-928,train,N,5
1,N-930,record:N-930,train,N,5
1,N-931,record:N-931,train,N,5
1,N-932,record:N-932,train,N,5
1,N-936,record:N-936,train,N,5
1,N-937,record:N-937,train,N,4
1,N-938,record:N-938,train,N,5
1,N-941,record:N-941,train,N,5
1,N-942,record:N-942,train,N,4
1,N-943,record:N-943,train,N,5
1,N-944,record:N-944,train,N,5
1,N-947,record:N-947,train,N,5
1,N-950,record:N-950,train,N,5
1,N-951,record:N-951,train,N,5
1,N-952,record:N-952,train,N,5
1,N-954,record:N-954,train,N,5
1,N-956,record:N-956,train,N,4
1,N-957,record:N-957,train,N,5
1,N-958,record:N-958,train,N,5
1,N-959,record:N-959,train,N,5
1,N-961,record:N-961,train,N,5
1,N-963,record:N-963,train,N,5
1,N-964,record:N-964,train,N,4
1,N-965,record:N-965,train,N,5
1,N-967,record:N-967,train,N,5
1,N-968,record:N-968,train,N,5
1,N-969,record:N-969,train,N,5
1,N-970,record:N-970,train,N,5
1,N-971,record:N-971,train,N,5
1,N-973,record:N-973,train,N,5
1,N-974,record:N-974,train,N,5
1,N-976,record:N-976,train,N,5
1,N-977,record:N-977,train,N,5
1,N-978,record:N-978,train,N,5
1,N-980,record:N-980,train,N,5
1,N-983,record:N-983,train,N,5
1,N-984,record:N-984,train,N,5
1,N-985,record:N-985,train,N,5
1,N-986,record:N-986,train,N,5
1,N-987,record:N-987,train,N,5
1,N-988,record:N-988,train,N,5
1,N-989,record:N-989,train,N,5
1,N-991,record:N-991,train,N,5
1,N-992,record:N-992,train,N,5
1,N-993,record:N-993,train,N,5
1,N-995,record:N-995,train,N,5
1,N-996,record:N-996,train,N,5
1,N-998,record:N-998,train,N,5
1,R-10,record:R-10,train,R,2
1,R-105,record:R-105,train,R,2
1,R-109,record:R-109,train,R,3
1,R-11,record:R-11,train,R,2
1,R-115,record:R-115,train,R,3
1,R-116,record:R-116,train,R,3
1,R-117,record:R-117,train,R,4
1,R-118,record:R-118,train,R,4
1,R-119,record:R-119,train,R,4
1,R-12,record:R-12,train,R,2
1,R-120,record:R-120,train,R,4
1,R-122,record:R-122,train,R,4
1,R-123,record:R-123,train,R,4
1,R-124,record:R-124,train,R,4
1,R-126,record:R-126,train,R,4
1,R-127,record:R-127,train,R,4
1,R-129,record:R-129,train,R,4
1,R-131,record:R-131,train,R,4
1,R-133,record:R-133,train,R,4
1,R-134,record:R-134,train,R,4
1,R-135,record:R-135,train,R,4
1,R-136,record:R-136,train,R,4
1,R-139,record:R-139,train,R,4
1,R-140,record:R-140,train,R,4
1,R-141,record:R-141,train,R,4
1,R-142,record:R-142,train,R,4
1,R-144,record:R-144,train,R,4
1,R-148,record:R-148,train,R,4
1,R-149,record:R-149,train,R,4
1,R-150,record:R-150,train,R,4
1,R-151,record:R-151,train,R,4
1,R-152,record:R-152,train,R,4
1,R-176,record:R-176,train,R,2
1,R-177,record:R-177,train,R,2
1,R-178,record:R-178,train,R,2
1,R-179,record:R-179,train,R,2
1,R-180,record:R-180,train,R,2
1,R-181,record:R-181,train,R,2
1,R-183,record:R-183,train,R,2
1,R-186,record:R-186,train,R,2
1,R-187,record:R-187,train,R,2
1,R-188,record:R-188,train,R,2
1,R-190,record:R-190,train,R,2
1,R-191,record:R-191,train,R,2
1,R-192,record:R-192,train,R,2
1,R-193,record:R-193,train,R,2
1,R-196,record:R-196,train,R,2
1,R-198,record:R-198,train,R,2
1,R-2,record:R-2,train,R,4
1,R-20,record:R-20,train,R,3
1,R-207,record:R-207,train,R,2
1,R-21,record:R-21,train,R,3
1,R-213,record:R-213,train,R,2
1,R-22,record:R-22,train,R,3
1,R-221,record:R-221,train,R,2
1,R-23,record:R-23,train,R,3
1,R-284,record:R-284,train,R,2
1,R-295,record:R-295,train,R,3
1,R-296,record:R-296,train,R,4
1,R-298,record:R-298,train,R,3
1,R-3,record:R-3,train,R,3
1,R-300,record:R-300,train,R,4
1,R-301,record:R-301,train,R,4
1,R-31,record:R-31,train,R,2
1,R-310,record:R-310,train,R,4
1,R-311,record:R-311,train,R,4
1,R-312,record:R-312,train,R,4
1,R-313,record:R-313,train,R,4
1,R-327,record:R-327,train,R,4
1,R-38,record:R-38,train,R,3
1,R-39,record:R-39,train,R,3
1,R-4,record:R-4,train,R,2
1,R-40,record:R-40,train,R,3
1,R-41,record:R-41,train,R,3
1,R-42,record:R-42,train,R,2
1,R-46,record:R-46,train,R,3
1,R-47,record:R-47,train,R,3
1,R-49,record:R-49,train,R,3
1,R-5,record:R-5,train,R,4
1,R-50,record:R-50,train,R,3
1,R-52,record:R-52,train,R,3
1,R-53,record:R-53,train,R,3
1,R-54,record:R-54,train,R,3
1,R-55,record:R-55,train,R,3
1,R-6,record:R-6,train,R,4
1,R-8,record:R-8,train,R,2
1,R-88,record:R-88,train,R,2
1,R-89,record:R-89,train,R,2
1,R-9,record:R-9,train,R,2
1,R-91,record:R-91,train,R,2
1,R-92,record:R-92,train,R,2
1,R-97,record:R-97,train,R,2
1,R-99,record:R-99,train,R,2
1,S-1,record:S-1,train,S,2
1,S-10,record:S-10,train,S,2
1,S-11,record:S-11,train,S,2
